,Issue_id,Duplicated_issue,Title,Description
0,16.0,,"['button', 'gbbebb']","['automerge', 'button', 'semantics', 'nonconflicting', 'incoming', 'change', 'server', 'resource', 'resource', 'button', 'decide', 'automerge', 'trivial', 'change', 'source', 'overlap', 'normal', 'change', 'nonoverlapping', 'button']"
1,21.0,,"['release', 'project', 'workspace', 'gbescm']","['release', 'command', 'delete', 'checkout', 'eclipseyou', 'workaround', 'release', 'project', 'delete', 'project', 'workspace', 'trigger', 'history', 'cancel', 'checkout', 'unlike', 'command', 'operate', 'invoke', 'directly', 'cvsroot', 'environment', 'variable', 'global', 'option', 'repository', 'release', 'necessary', 'doesnt', 'normally', 'remove', 'uncommitted', 'change', 'cessation', 'cvsroothistory', 'release', 'uncommitted', 'change', 'prompt', 'continuation', 'actually', 'release', 'record', 'repositorys', 'cvsroothistory']"
2,46.0,,"['catchup', 'release', 'usability']","['catchuprelease', 'itpvcmwinnt', 'direction', 'julian', 'catchuprelease', 'usability', 'itpvcm', 'itpvcmwinnt', 'revert', 'change', 'itpvcmwinnt', 'compare', 'discussion', 'itpvcmwinnt', 'better', 'release', 'itpvcmall', 'prompt', 'unresolved', 'change', 'additional', 'synchronize', 'instead', 'catchuprelease', 'follow', 'itpvcmall', 'multiple', 'release', 'viewers', 'itpvcmwinnt', 'indicators', 'discard', 'release', 'decision', 'follow', 'button', 'catchup', 'nonconflicts', 'release', 'nonconflicts', 'conflict', 'release', 'individual', 'resources', 'discourage', 'confuse', 'people', 'release', 'individual', 'conflict', 'instead', 'compare', 'button', 'encourageforce', 'people', 'examine', 'change', 'ensure', 'accident', 'happen', 'workspace', 'compare', 'button', 'disable', 'unsaved', 'modifications', 'compare']"
3,58.0,,"['catchup', 'release', 'useful', 'severe']","['create', 'project', 'connect', 'cvslnxtest', 'choose', 'manage', 'release', 'project', 'catchuprelease', 'resize', 'frustrate', 'change', 'manage', 'perpspective', 'option', 'automatically', 'switch', 'manage', 'perspective', 'catchuprelease', 'manage', 'perspective', 'allocate', 'catchuprelease', 'perspectives', 'plugins', 'appear', 'theyre', 'allocate', 'conclusion', 'usability', 'default', 'question', 'perspective', 'switch', 'perspectives', 'release', 'people', 'simple', 'release', 'catchup', 'release', 'progress', 'dialog', 'release', 'mutiple', 'change', 'people', 'confuse', 'switch', 'manage', 'perspective', 'catchuprelease', 'people', 'quickly', 'useful', 'concern', 'initial', 'confusion', 'option', 'default', 'advance', 'prefer', 'technology', 'kevinh', 'important', 'problems', 'prevent', 'function', 'report', 'workbench', 'alternative', 'decision', 'separate', 'desktop', 'support', 'declare', 'default', 'connect', 'kevinm', 'workbench', 'support', 'desktop', 'supply', 'functionality']"
4,60.0,,"['custom', 'vcm_ignore', 'compare']","['install', 'declipse', 'perspective', 'create', 'project', 'create', 'helloworld', 'example', 'method', 'console', 'project', 'create', 'connection', 'cvslnxtest', 'homecvs', 'connect', 'expand', 'stream', 'select', 'project', 'manage', 'release', 'catchuprelease', 'select', 'project', 'choose', 'release', 'connect', 'repository', 'repository', 'select', 'workspace', 'navigator', 'select', 'manage', 'release', 'observe', 'change', 'release', 'classpath', 'severe', 'perpetually', 'release', 'change', 'things', 'actually', 'change', 'capture', 'information', 'release', 'catchup', 'change', 'potentional', 'conflict', 'change', 'classpath', 'catchuprelease', 'provide', 'filter', 'change', 'incoming', 'important', 'filter', 'overrule', 'conflict', 'resolve', 'textually', 'eventually', 'provide', 'viewer', 'itpvcm', 'jeanmichel', 'resolve']"
5,72.0,,"['distinction', 'catchup', 'release']","['distinction', 'catchup', 'release', 'couple', 'catchup', 'release', 'arrows', 'indicate', 'currently', 'change', 'catchuprelease', 'catchup', 'catchup', 'release', 'release', 'catchuprelease', 'viewer', 'frustrate', 'people', 'presumably', 'overlay', 'sufficiently', 'indicate', 'incomming', 'change', 'filter', 'change', 'viewer', 'release', 'change', 'unlikely', 'change', 'people', 'confuse', 'understand', 'confuse', 'disable', 'operation', 'actually', 'disable', 'desire', 'direction', 'particular', 'happen', 'havent', 'release', 'notice', 'possible', 'initial', 'catchup', 'release', 'synchonize', 'prefer', 'catchup', 'release', 'confuse', 'completely', 'confuse', 'honestly', 'dangerous', 'prefer', 'catchup', 'release', 'leapfrog', 'release', 'stream', 'instead', 'release', 'browser', 'change', 'decide', 'number', 'change', 'significant', 'context', 'change', 'release', 'realize', 'catchup', 'instead', 'nanoseconds', 'change', 'cognitive', 'overload', 'particularly', 'people', 'dangerous', 'particularly', 'harmful', 'accidental', 'realize', 'catchup', 'catchuprelease', 'incoming', 'change', 'conflict', 'release', 'catchuprelease', 'change', 'conflict', 'impossible', 'accidently', 'release', 'theres', 'incoming', 'change', 'incoming', 'change', 'release', 'conflict', 'conflict', 'selection', 'dialog', 'overwrite', 'server', 'conflict', 'change', 'catchuprelease', 'catchup', 'release', 'operations', 'catchup', 'release', 'nonconflicting', 'change', 'whichever', 'direction', 'theres', 'conflict', 'release', 'example', 'common', 'project', 'incoming', 'change', 'change', 'conflict', 'select', 'project', 'catchup', 'incoming', 'change', 'compile', 'incoming', 'interact', 'select', 'project', 'release', 'release', 'change', 'server', 'workbench', 'change', 'refresh', 'conflict', 'notice', 'prompt', 'happen']"
6,86.0,,"['catchup', 'release', 'geyudk']","['catchuprelease', 'wishywashy', 'doesnt', 'distinct', 'change', 'better', 'express', 'reason', 'encourage', 'novices', 'catchier', 'weight', 'windows', 'likely', 'approve', 'possibly', 'future']"
7,87.0,,['separators'],"['separators', 'catchuprelease']"
8,91.0,,"['change', 'connection']","['workspace', 'change', 'change', 'project', 'property', 'password', 'instead', 'select', 'navigator', 'catchup', 'different', 'change', 'release', 'version', 'assume', 'connection']"
9,99.0,,"['compare', 'release']","['attempt', 'release', 'project', 'compute', 'change', 'override', 'server', 'release', 'compare', 'release', 'operation', 'trigger', 'compare', 'action', 'simply', 'affect', 'children', 'expand', 'currently', 'comparison', 'perform', 'decide', 'override', 'conflict', 'change', 'penalty', 'upfront', 'compare', 'compare', 'content', 'compare', 'workspace', 'server', 'resource', 'granularity', 'change', 'happen', 'catchup', 'release', 'doesnt', 'release', 'release', 'change', 'conflict', 'change', 'server', 'necessary', 'kevinm', 'actual', 'comparer', 'optimize', 'action', 'faster']"
10,102.0,,"['compare', 'step']","['accelerator', 'accessibility', 'things', 'button', 'syncview', 'cntrlnp', 'shortcuts', 'independent', 'action', 'instal', 'action', 'updown', 'arrows', 'appear', 'syncviews', 'titlebar', 'itpvcm', 'consideration', 'previous', 'action', 'toolbar', 'change', 'updown', 'arrows', 'distinction', 'change', 'regardless', 'boundaries', 'toggle', 'button', 'determine', 'behaviour', 'updown', 'button', 'button']"
11,114.0,,"['viewers', 'compare', 'editors', 'consider', 'change', 'content']","['buffer', 'modify', 'conflict', 'change', 'change', 'editors']"
12,123.0,,"['synchronize', 'provide', 'replace', 'action', 'gepbkl']","['scenario', 'happen', 'change', 'workspace', 'release', 'release', 'encounter', 'release', 'replace', 'stream', 'correspond', 'action', 'navigator', 'navigator', 'instead']"
13,139.0,,"['switch', 'release', 'catchup', 'geuoyd']","['awhile', 'automatically', 'switch', 'release', 'theres', 'catchup', 'catchup', 'default', 'incoming', 'change', 'impression', 'theyre', 'possibility', 'catchup', 'things', 'release', 'dialog', 'appear', 'incoming', 'change', 'switch', 'release', 'release', 'change', 'options', 'yesnoalways', 'preference', 'autoswitch', 'incoming', 'change', 'preference', 'prompt', 'people', 'confuse', 'dialog', 'intrusive', 'example', 'dialog', 'submit', 'switch', 'automatically', 'potentially', 'people', 'realize', 'switch', 'release', 'experts', 'confusion', 'newbies', 'counter', 'arguement', 'vasmalltalk', 'public', 'private', 'public', 'private', 'things', 'unfortunately', 'defeatable', 'preference', 'possibility', 'things', 'dialog', 'preference', 'preference', 'button', 'catchup', 'incoming', 'change', 'switch', 'release', 'automatically', 'prompt', 'switch', 'release', 'future']"
14,142.0,,"['repository', 'arrows', 'geusah']","['repository', 'arrows', 'arrows', 'navigate', 'arrows', 'instead', 'arrows', 'supply', 'orgeclipseui', 'leftright', 'webgopher', 'navigation', 'familiar', 'netscape', 'arrows', 'people', 'pretty', 'confuse', 'actually', 'create', 'different', 'element', 'button', 'consideration']"
15,181.0,,"['useless', 'ggnjzo']","['synchronize', 'button', 'structure', 'compare', 'button', 'maximize', 'available', 'structure', 'compare', 'division', 'compare', 'framework', 'components', 'structure', 'compare', 'toolbar', 'change', 'better', 'indication', 'contain']"
16,190.0,,"['impossible', 'release', 'conflict', 'folder']","['single', 'synchronize', 'stream', 'change', 'project', 'change', 'original', 'stream', 'choose', 'synchronize', 'stream', 'catchup', 'select', 'catchup', 'folder', 'conflict', 'catchup', 'available', 'folder', 'switch', 'release', 'release', 'available', 'switch', 'release', 'available', 'release', 'conflict', 'releasepower', 'readmeing', 'catchup', 'release', 'equivalent', 'operations', 'conflict', 'folder', 'children']"
17,197.0,,"['project', 'compare', 'edit', 'mark', 'gfmrmh']","['compare', 'project', 'folder', 'stream', 'resource', 'select', 'change', 'lefthand', 'visual', 'indication', 'change', 'furthermore', 'compare', 'editor', 'prompt', 'change', 'compare', 'itpjui', 'compare', 'problematic']"
18,230.0,,['revert'],"['intention', 'operations', 'catchuprelease', 'viewer', 'workaround', 'navigator', 'presumably', 'absence', 'things', 'polish', 'helpful', 'people', 'suggest', 'replace', 'version', 'revert', 'release']"
19,242.0,,"['progress', 'rework', 'revisit', 'cancel']","['progress', 'monitor', 'cancel', 'decide', 'change', 'revisit', 'cancel', 'doesnt', 'present', 'accord', 'philippe', 'synchronize', 'progress']"
20,248.0,,"['better', 'workflow', 'deal', 'back', 'deletions']","['unintended', 'deletions', 'incomming', 'deletions', 'conflict', 'confuse']"
21,249.0,,"['accessibility', 'issue']","['regard', 'accessibility', 'itpuiwinnt', 'compare', 'accessibility', 'synchronize', 'synchronize', 'expose', 'currently', 'information', 'contain', 'screen', 'readers', 'decode', 'information', 'hotkeys', 'traverse', 'previous', 'difference', 'document', 'traverse', 'change', 'audible', 'indicate', 'hearingimpaired', 'comparereplace', 'dialog', 'spontaneous', 'switch', 'access', 'toolbar', 'button', 'action', 'hotkeys', 'scroll', 'version', 'keyboard', 'painful', 'version', 'select', 'invoke', 'server', 'roundtrip', 'wizard', 'widget', 'initial', 'dialog']"
22,261.0,,"['version', 'toolbar', 'button', 'gkdhhz']","['version', 'toolbar', 'button', 'important', 'navigator', 'package']"
23,278.0,,"['warn', 'conflict']","['incoming', 'deletion', 'catchup', 'conflict', 'change', 'overwrite', 'information', 'incorrectly', 'conflict']"
24,836.0,,"['global', 'action', 'gkksem']","['people', 'perspective', 'mislead', 'enable', 'global', 'action', 'provide', 'follow', 'iactionbars', 'actionbars', 'action']"
25,849.0,,"['forward', 'disable']","['forwardback', 'button', 'disable', 'nextprevious', 'history', 'importantwe', 'futher', 'release']"
26,851.0,,"['button', 'toolbar']","['perspective', 'select', 'introduction', 'button', 'toolbar', 'happen', 'display', 'intend', 'expect', 'change', 'tooltip', 'forward', 'standard', 'browser', 'convention', 'nextprevious', 'behavior', 'suggestion', 'release']"
27,852.0,,"['incorrect', 'highlight', 'previous', 'button', 'click']","['perspective', 'select', 'create', 'plugin', 'previous', 'button', 'toolbar', 'previous', 'select', 'incorrect', 'highlight', 'content', 'create', 'plugin', 'highlight', 'workbench', 'highlight', 'design', 'navigation', 'browser', 'change', 'topics', 'synchronize', 'button', 'toolbar', 'synchronize', 'navigation', 'behavior', 'suggest', 'reevaluate', 'decisions', 'similarly']"
28,853.0,,"['double', 'navigation', 'doesnt']","['especially', 'netscape', 'double', 'navigation', 'expandcollpase']"
29,859.0,,"['navigation', 'set', 'remember']","['perspective', 'navigation', 'button', 'shutdown', 'restart', 'navigation', 'detach', 'matter', 'future', 'release']"
30,1592.0,,"['debugplugin', 'elements', 'updatehistory']","['debugplugin', 'attempt', 'previous', 'launch', 'doesnt', 'elements', 'element', 'suggest', 'element', 'accord', 'documentation', 'launch', 'elements', 'ilaunch', 'historylaunch', 'historyindex', 'launcherequals', 'suggest', 'change', 'ilaunch', 'historylaunch', 'historyindex', 'launcherequals', 'ilaunch', 'return', 'object', 'launch', 'return', 'codenullcode', 'return', 'launch', 'object', 'object', 'getelement', 'action', 'require', 'problem', 'javadoc', 'launch', 'constructor', 'launchedelement', 'parameter', 'element', 'parameter', 'history', 'process', 'problems', 'launch', 'create', 'doesnt', 'project', 'resource', 'associate', 'launch', 'associate', 'element', 'problem', 'require', 'element', 'launch', 'application', 'project', 'eventually', 'debuggee', 'project', 'arbitrary', 'project', 'things', 'nonnull', 'placeholder', 'revisit', 'postjune']"
