,Issue_id,Duplicated_issue,Title,Description
0,15.0,,['investigation'],"['support', 'implementation', 'options', 'client', 'implementation', 'native', 'implementation', 'native', 'standard', 'drawbacks', 'external', 'process', 'manage', 'standard', 'instandard', 'approach', 'closely', 'integrate', 'suffer', 'performance', 'flexibility', 'inferiour', 'socket', 'implementation', 'license', 'public', 'implemenations', 'plugin', 'implementation', 'likely', 'promise', 'testinvestigate', 'enable', 'investigation', 'instal', 'openssh', 'client', 'instal', 'telnet', 'application', 'client', 'plugin', 'default', 'options', 'configurations', 'possible', 'assume', 'resolve']"
1,107.0,,['gelysm'],"['hackfinder', 'cleanup', 'additional', 'require', 'repository', 'adapter', 'implement', 'nonfiles']"
2,260.0,,"['synchronize', 'ignore', 'whitespace', 'persistent', 'gkdhed']","['itpuiall', 'settings', 'persistent']"
3,817.0,,"['inconsisent', 'behavior']","['choose', 'printer', 'button', 'toolbar', 'choose', 'printer', 'choice', 'absolutely', 'somewhat', 'support', 'current', 'implementation', 'actually', 'separate', 'transactions', 'printer', 'dialog', 'feasable', 'versions', 'persist', 'dialog', 'settings', 'invocation', 'selection', 'double', 'platform', 'instead', 'control', 'believe', 'functionality', 'confuse', 'currently', 'printer', 'printer', 'behavior', 'idmprint', 'command', 'accord', 'programatically', 'printer', 'control', 'printer', 'dialog', 'transaction', 'follow', 'transaction', 'latest', 'printer', 'problem', 'twofold', 'printer', 'dialog', 'settings', 'persistent', 'options', 'confuse', 'specify', 'investigate']"
4,822.0,,['enable'],"['perpective', 'select', 'option', 'enable', 'editcopy', 'enable', 'contain', 'control', 'navigation', 'browser', 'control', 'browser', 'select', 'enableddisabled', 'simplest', 'solution', 'context', 'practice', 'revisit', 'release']"
5,823.0,,"['detach', 'appear']","['emedded', 'activex', 'browser', 'component', 'behavior', 'detach', 'basically', 'resource', 'perspective', 'detach', 'scroll', 'eclipse', 'selectable', 'notice', 'problem', 'detach', 'itpuiall', 'restore', 'window']"
6,824.0,,"['restore', 'window']","['duplicate', 'invoke', 'content', 'window', 'detach', 'window', 'window', 'result', 'return', 'window', 'window', 'accessable', 'swtactivate', 'control', 'readme', 'detach', 'workbench', 'window', 'unresponsive', 'detach', 'workbench', 'window', 'window', 'unresponsive', 'detach', 'window', 'responsive']"
7,828.0,,"['javascript', 'insert', 'document', 'remote', 'server']","['client', 'remote', 'document', 'contain', 'problem', 'search', 'result', 'javascript', 'insert']"
8,832.0,,"['verify', 'javadoc']","['youngottotioti', 'gammazrhotioti', 'adamsottotioti', 'wilsonottotioti', 'klicnikcaibmcom', 'yesterday', 'subject', 'problems', 'javadoc', 'information', 'mention', 'todays', 'general', 'problem', 'javadoc', 'specific', 'generate', 'filter', 'easier', 'browsers', 'tolerant', 'errors', 'tolerant', 'create', 'problems', 'stream', 'suspect', 'address', 'sooner', 'easier', 'chkpii', 'briany', 'releng', 'problems', 'include', 'separate', 'result', 'chkpii', 'ignore', 'charset', 'problems', 'orgeclipsehelp', 'icontexthtml', 'require', 'charset', 'define', 'ihelphtml', 'invalid', 'symbol', 'invalid', 'symbol', 'require', 'charset', 'define', 'ihelptopichtml', 'require', 'charset', 'define', 'require', 'charset', 'define', 'require', 'charset', 'define', 'packagetreehtml', 'require', 'charset', 'define', 'packageusehtml', 'require', 'charset', 'define']"
9,838.0,,"['followink', 'click', 'synchronize']","['follow', 'document', 'synchronize', 'navigation', 'require', 'return', 'original', 'document', 'reload', 'second', 'document', 'synchronize', 'correspond', 'select', 'navigation']"
