,Issue_id,Duplicated_issue,Title,Description
0,32.0,,"['delete', 'properties']","['methods', 'properties', 'implement', 'remove', 'propertyrelated', 'methods']"
1,33.0,,"['delete', 'stream', 'lock']","['methods', 'stream', 'implement', 'implementable', 'delete']"
2,38.0,,"['getignored', 'resource', 'efficient']","['method', 'getignored', 'especialy', 'implementation', 'getignored', 'directory', 'resources']"
3,92.0,,"['clearer', 'separation']","['directly', 'reference', 'internal', 'interact', 'clearly', 'define', 'reference', 'convention', 'package', 'involve', 'couple', 'future', 'entire', 'walkthrough', 'summer', 'example', 'suspect']"
4,110.0,,"['cvsresource', 'shouldnt', 'expose', 'context', 'gemcjx']","['hackfinder', 'cleanup', 'shouldnt', 'expose', 'context', 'implement']"
5,112.0,,"['unimplemented', 'methods']","['hackfinder', 'cleanup', 'follow', 'methods', 'unimplemented']"
6,172.0,,['review'],"['problems', 'methods', 'loadcache', 'loadcontent', 'longer', 'implement', 'method', 'remove', 'remove', 'possiblity', 'modification', 'override', 'getcontents', 'override', 'createstream', 'compare', 'method', 'javadoc']"
7,180.0,,"['package', 'review']","['random', 'review', 'comment', 'package', 'method', 'rename', 'cvslike', 'terminology', 'shouldnt', 'mergeresource', 'interface', 'plugin', 'implementations', 'public', 'locallyadded', 'outgoingadd', 'public', 'locallymodified', 'outgoingchange', 'public', 'locallyremoved', 'outgoingdelete', 'public', 'needscheckout', 'incomingchange', 'public', 'needsmerge', 'public', 'serveradded', 'incomingadd', 'public', 'remove', 'public', 'serverremoved', 'incomingdelete', 'public', 'unknownstatus', 'remove', 'method', 'mergeresource', 'delete', 'follow', 'methods', 'isleaf', 'getname', 'getpath', 'getextension', 'replace', 'setlabels', 'getlocallabel', 'getcommonlabel', 'getremotelabel', 'rename', 'rename', 'getbaserevision', 'remove', 'hasbaserevision', 'getlabel', 'methods', 'return', 'mergeresource', 'repository', 'issaveneeded', 'return', 'shouldnt', 'display', 'lowlevel', 'performsync', 'propagate', 'exception', 'method', 'appropriate', 'message', 'getproblemtitle', 'remove', 'inline', 'getdiffroot', 'remove', 'duplicate', 'shouldnt', 'subclass', 'gettitle', 'settitle', 'prepareinput', 'subclass', 'createcontents', 'revisit']"
8,200.0,,"['properties', 'shouldnt', 'properties', 'gkbced']","['depend', 'selection', 'properties', 'determine', 'display', 'string', 'properties', 'properties', 'altogether', 'applicable', 'itpvcm', 'modification']"
9,214.0,,"['unimplemented', 'methods', 'vcmevent', 'ghfdsz']","['public', 'iteamstream', 'getteamstream', 'return', 'public', 'iresource', 'getresources', 'return', 'public', 'irepository', 'getrepository', 'return', 'itpvcmall', 'notification']"
10,219.0,,"['contribute', 'documentation', 'gitbki']","['contribute', 'proper', 'documentation', 'feature', 'example', 'preference', 'require', 'creation', 'context', 'documentation', 'plugins', 'centrally', 'plugin', 'include', 'plugin', 'furthermore', 'documentation', 'available', 'accessible', 'perspective']"
11,827.0,,['content'],"['outline', 'content', 'content', 'external', 'netscape', 'browser']"
12,839.0,,"['displayhelp', 'single', 'context']","['contexts', 'single', 'context', 'degree', 'complication', 'context', 'include', 'description', 'number', 'relate', 'context', 'support', 'currently', 'additional', 'contexts', 'supplement', 'relate', 'additional', 'descriptions', 'context', 'icontext', 'clients', 'compose', 'icontext', 'consist', 'relate', 'single', 'context', 'simpler', 'sacrifice', 'functionality', 'discuss', 'release', 'change']"
13,840.0,,"['problems', 'gcsqtp']","['choose', 'helphelp', 'content', 'perspective', 'create', 'content', 'example', 'contain', 'navigation', 'initial', 'document', 'context', 'example', 'context', 'description', 'relate', 'little', 'relate', 'reference', 'relate', 'second', 'context', 'relate', 'content', 'inconsistent', 'launch', 'infoset', 'create', 'chosing', 'consistent', 'relate', 'rename', 'relate']"
14,846.0,,"['properties', 'pick']","['docproperties', 'available', 'nljajp', 'string', 'lookedup', 'currently', 'docproperties', 'relate', 'longer']"
15,847.0,,['print'],"['occassionally', 'topics', 'reverse', 'adjacent', 'workbench', 'property', 'workbench', 'multipage', 'editor', 'possibly', 'second', 'correct', 'examples', 'workbench', 'property', 'content']"
16,848.0,,"['javascript', 'failure', 'genjaf']","['jremotifsdk', 'javascript', 'duplicate', 'eclipse', 'switch', 'perspective', 'browser', 'machine', 'netscape', 'version', 'default']"
17,850.0,,"['browser', 'content', 'updeated', 'switch', 'perspectives', 'getalw']","['netscape', 'window', 'perpectives', 'browser', 'perspectives', 'select', 'perspective', 'perspective', 'switch', 'perspective', 'browser', 'display']"
18,856.0,,"['silent', 'ignore', 'duplicate', 'contexts']","['silently', 'ignore', 'context', 'object', 'reproduce', 'contexts', 'context', 'contribution']"
19,863.0,,"['topics', 'print']","['display', 'eclipse', 'perspective', 'display', 'browse', 'doesnt', 'example', 'platform', 'plugin', 'developers', 'workbench', 'property', 'desktop', 'property', 'example', 'example', 'property', 'property', 'author', 'appropriately', 'document', 'contain', 'document', 'completely', 'different', 'contexts', 'consequtive', 'topics', 'export', 'project', 'windows', 'appear', 'context', 'hovewer', 'content', 'solution', 'perfect', 'redesign', 'version', 'things', 'content', 'navigation', 'display', 'actual', 'revisit', 'change']"
20,1533.0,,"['feature', 'notification', 'change', 'variables']","['debugger', 'display', 'variables', 'change', 'different', 'control', 'special', 'present', 'treeitems', 'example', 'bolding', 'public', 'static', 'display', 'display', 'display', 'treesetbounds', 'treeitem', 'treeitem', 'itemsettext', 'treeitem', 'treeitem', 'treeitem', 'treeitemsettext', 'canvas', 'accent', 'canvas', 'fontdata', 'datasetstyle', 'accentsetfont', 'public', 'handleevent', 'egcdrawtext', 'public', 'handleevent', 'public', 'handleevent', 'treeeditor', 'editor', 'treeeditor', 'swtleft', 'gctextextentx', 'gcdispose', 'editorseteditor', 'shellopen', 'displaysleep', 'fontdispose', 'displaydispose', 'enhancement', 'language', 'independent', 'bolding', 'variable', 'change', 'presentation', 'specific', 'treeitems', 'support', 'options', 'extend', 'treeviewer', 'fairly', 'bolding', 'behavior', 'outline', 'support', 'individual', 'easier', 'itpuiall', 'feature', 'request', 'request', 'inactive']"
21,1767.0,,"['display', 'value', 'greater']","['public', 'public', 'static', 'display', 'preference', 'breakpoint', 'completely', 'variables', 'generate', 'return', 'correct']"
22,1777.0,,"['script', 'console']","['script', 'console', 'console', 'perspective', 'expect', 'automatically', 'output', 'possible', 'perspective', 'output', 'discard', 'situation', 'doubly', 'document', 'script', 'ensure', 'script', 'console']"
23,1791.0,,"['generate', 'provider', 'script', 'plugin']","['generate', 'pluginxml', 'provideribm', 'generate', 'provider', 'string', 'official', 'indicate', 'provide', 'script', 'define', 'pluginxml']"
24,1795.0,,"['userscripts', 'plugin', 'plugin', 'notation']","['itpscriptwinnt', 'remove', 'pluginclass', 'reference', 'examples', 'userscripts', 'plugin', 'generate', 'unsupported', 'format', 'reference']"
25,1797.0,,"['script', 'runtime', 'produce']","['javascript', 'engine', 'attempt', 'source', 'filename', 'exception', 'string', 'standard', 'method', 'return', 'filename', 'contextjava', 'greater', 'stringsubstring', 'methods', 'reference', 'printstacktrace', 'output']"
26,1810.0,,"['automatic', 'perspective', 'switch', 'genjnj']","['jresdk', 'create', 'project', 'script', 'perspective', 'perspective', 'switch', 'automatically', 'resource', 'perspective']"
27,1820.0,,"['viewers', 'implement', 'edit']","['platform', 'custom', 'property', 'active', 'editor', 'similar', 'outline', 'tableviewer', 'simultaneously', 'change', 'impossible', 'columnrelated', 'object', 'viewer', 'column', 'object', 'objectoriented', 'scatter', 'functionality', 'method', 'addition', 'language', 'impossible', 'override', 'column', 'provide', 'rowspecific', 'editors']"
28,1828.0,,"['create', 'eagerly', 'inactive', 'perspectives', 'gkaydn']","['workbench', 'create', 'eagerly', 'perspective', 'plugin', 'perspective', 'inactive', 'itpuiall', 'problem', 'editor', 'itpuiall', 'contribute', 'startup', 'plugin']"
29,1831.0,,"['perspectives', 'miss', 'notifications', 'ghuhfq']","['notification', 'selection', 'change', 'switch', 'selection', 'provider', 'switch', 'active', 'active', 'notify', 'active', 'selection', 'debugger', 'perspective', 'action', 'action', 'disable', 'perspective', 'currently', 'doesnt', 'notification', 'switch', 'perspective', 'perspective']"
30,1843.0,,"['perspectives', 'remove', 'plugin', 'cause', 'unresponsive']","['perspectives', 'include', 'perspective', 'delete', 'plugin', 'directory', 'restart', 'errors', 'presumably', 'plugins', 'dependant', 'initialize', 'perspective', 'generic', 'perspective', 'teamspecific', 'navigator', 'properties', 'perspective', 'change', 'perspective', 'reopen', 'perspective', 'strange', 'perspective', 'startup', 'unavailable', 'startup', 'workbench', 'remove', 'aspects', 'longer', 'underlie', 'plugin', 'available']"
31,1857.0,,"['examples', 'properties', 'update', 'readme', 'change']","['create', 'readme', 'example', 'outline', 'select', 'section', 'switch', 'properties', 'length', 'editor', 'length', 'property', 'update', 'length', 'property', 'update', 'relate', 'outline', 'selection']"
32,1863.0,,"['workbookexample', 'remove']","['workbook', 'internal', 'workbookexample', 'remove', 'jfaceexamples', 'confirm', 'discuss', 'workbook', 'confirm', 'remove', 'example', 'remove']"
33,1871.0,,"['manager', 'examples', 'reference', 'eclipse', 'internal']","['follow', 'method', 'reference', 'reserve', 'change', 'internal', 'package', 'errors', 'introduce', 'plugin', 'remove', 'reference', 'require', 'public', 'functionality']"
34,1872.0,,"['propsheet', 'example', 'reference', 'eclipse', 'internal']","['follow', 'method', 'reference', 'reserve', 'change', 'internal', 'package', 'errors', 'introduce', 'plugin', 'remove', 'reference', 'require', 'public', 'functionality']"
35,1873.0,,"['readme', 'example', 'reference', 'eclipse', 'internal']","['follow', 'method', 'reference', 'reserve', 'change', 'internal', 'package', 'errors', 'introduce', 'plugin', 'remove', 'reference', 'require', 'public', 'functionality', 'markelement', 'readmeadapter', 'sectionsdialog']"
36,1874.0,,"['example', 'reference', 'eclipse', 'internal']","['follow', 'method', 'reference', 'reserve', 'change', 'internal', 'package', 'errors', 'introduce', 'plugin', 'remove', 'reference', 'require', 'public', 'functionality', 'workbookexample']"
37,1877.0,,"['eclipse', 'plugin', 'categories']","['plugins', 'define', 'extensions', 'extension', 'specify', 'categories', 'category', 'shouldbe', 'create', 'create', 'category', 'problem', 'expect', 'plugina', 'pluginb', 'follow', 'pluginxml', 'example', 'perspectives', 'dialog', 'appear', 'single', 'plugina', 'pluginxml', 'define', 'plugin', 'extension', 'category', 'nameswt', 'examples', 'namelauncher', 'example', 'extension', 'pluginb', 'pluginxml', 'define', 'plugin', 'extension', 'category', 'nameswt', 'examples', 'namefizz', 'example', 'extension']"
38,1879.0,,"['breakpoint', 'external']","['summary', 'ongoing', 'marker', 'breakpoint', 'external', 'automatically', 'editor', 'breakpoint', 'desktop', 'marker', 'resource', 'unfortuately', 'target', 'storage', 'location', 'marker', 'currently', 'identify', 'target', 'marker', 'abstract', 'fashion', 'submit', 'follow', 'support', 'resource', 'markers', 'problem', 'mechanism', 'imarker', 'target', 'target', 'iresource', 'solution', 'target', 'attribute', 'imarker', 'target', 'define', 'possible', 'target', 'marker', 'object', 'external', 'repositories', 'content', 'access', 'urlopenstream', 'delegate', 'implementation', 'openstream', 'stream', 'handler', 'register', 'scheme', 'expect', 'provide', 'distinct', 'handler', 'iresource', 'target', 'additional', 'handlers', 'register', 'external', 'repository', 'marker', 'target', 'settarget', 'gettarget', 'imarker', 'guarantee', 'existence', 'problem', 'appropriate', 'editor', 'target', 'currently', 'determine', 'target', 'foolproof', 'determine', 'target', 'imarker', 'solution', 'attribute', 'imarker', 'marker', 'creator', 'expect', 'populate', 'attribute', 'appropriate', 'derive', 'source', 'feasable', 'marker', 'creator', 'traverse', 'storage', 'probably', 'determine', 'marker', 'target', 'fallback', 'target', 'absent', 'dialog', 'choose', 'editor', 'target', 'extension', 'extension', 'define', 'determine', 'plugins', 'generators', 'determine', 'object', 'outside', 'workspace', 'external', 'possible', 'interface', 'mimegenerator', 'public', 'interface', 'imimegenerator', 'public', 'string', 'getmimetype', 'target', 'incomplete', 'target', 'settargetmime', 'gettargetmime', 'imarker', 'strengthen', 'couple', 'expose', 'functionality', 'provide', 'responsability', 'itpcoreall', 'breakpoint', 'external']"
39,1883.0,,"['propertiesview', 'property', 'sort']","['propertyviewer', 'hardcodes', 'alphabetical', 'properties', 'property', 'different', 'display', 'property', 'source', 'iviewersorter', 'mechanism', 'viewer', 'framework', 'second', 'require', 'attribute', 'appear', 'optional', 'addition', 'attribute', 'define', 'extension', 'generally', 'alphabetical']"
40,1885.0,,"['iperspective', 'showview', 'activation', 'choice']","['iperspective', 'method', 'showview', 'activate', 'transfer', 'proper', 'behaviour', 'property', 'depend', 'property', 'normally', 'provide', 'properties', 'action', 'select', 'object', 'perform', 'action', 'ensure', 'property', 'visible', 'showview', 'property', 'activate', 'result', 'object', 'proper', 'behaviour', 'properties', 'currently', 'active', 'property', 'source', 'activate', 'suggest', 'showview', 'method', 'follow', 'signature', 'showview', 'current', 'implementation', 'method', 'change', 'implementation', 'showview', 'public', 'iviewpart', 'showview', 'return', 'showview', 'ensure', 'backward', 'compatibility', 'handle', 'property']"
41,1887.0,,"['command', 'globalactions', 'temporal']","['action', 'desktop', 'currently', 'target', 'active', 'perform', 'action', 'switch', 'longer', 'action', 'inconsistent', 'implementations', 'implement', 'perform', 'temporal', 'action', 'regardless', 'current', 'active', 'support', 'desktop', 'expose', 'action', 'undoable', 'register', 'include', 'support', 'pattern', 'action', 'define', 'execute', 'unexecute', 'method', 'follow', 'pattern', 'iaction', 'interface', 'change', 'appropriate', 'desktop', 'define', 'interface', 'iundoaction', 'interface', 'similar', 'follow', 'public', 'interface', 'iundoaction', 'string', 'getlabel', 'dispose', 'suspect', 'iundoaction', 'implementor', 'contain', 'handle', 'action', 'target', 'action', 'attribute', 'require']"
42,1891.0,,"['propertiesview', 'request', 'dynamic', 'property', 'descriptors']","['dynamic', 'property', 'descriptors', 'property', 'descriptor', 'provide', 'editor', 'editor', 'appropriate', 'static', 'properties', 'change', 'nature', 'depend', 'properties', 'example', 'schema', 'editor', 'expose', 'attribute', 'properties', 'property', 'attribute', 'choices', 'restriction', 'depend', 'properties', 'restriction', 'property', 'different', 'editors', 'boolean', 'default', 'string', 'editor', 'enumeration', 'restriction', 'string', 'editor', 'contain', 'choices', 'define', 'restriction', 'editor', 'restriction', 'violation', 'validator', 'design', 'practice', 'dissalow', 'invalid', 'punish', 'implement', 'getcelleditor', 'property', 'descriptor', 'implementation', 'desciptor', 'choose', 'editor', 'create', 'widget', 'provide', 'interface', 'indicate', 'editor', 'property', 'isdynamic', 'sensible', 'choice', 'return', 'editor', 'default', 'return', 'indicate', 'behaviour']"
43,1904.0,,"['dialogs', 'selectiondialog', 'interface', 'inconsistent', 'gbwtfx']","['selectiondialog', 'interface', 'inconsistent', 'public', 'protect', 'program', 'result', 'object', 'change', 'public', 'public', 'duplicate', 'workbench', 'version', 'selectiondialog', 'require', 'approval', 'release', 'change', 'inconsistency', 'method', 'protect', 'setresult', 'protect', 'setresult', 'selectiondialog', 'arbitrary', 'subclasses', 'method', 'change', 'method', 'signature', 'change', 'clients', 'inconsistency', 'annoyance', 'hinderance', 'change', 'likely', 'inconsistent', 'method', 'protect', 'return', 'initial', 'selections', 'public', 'selection', 'dialog', 'subclasses', 'affect', 'officially', 'public', 'number', 'people']"
44,1908.0,,"['project', 'reference', 'property', 'doesnt', 'package', 'gbyxix']","['project', 'reference', 'property', 'available', 'ijavaproject', 'problem', 'ijavaproject', 'iresource', 'solution', 'contribute', 'ijavaproject', 'solution', 'support', 'pluginxml', 'markup', 'specify', 'getadapter', 'object', 'contribution', 'mechanism', 'solution', 'implement', 'debugger', 'register', 'propery', 'iproject', 'ijavaproject', 'extension', 'extension', 'breaker', 'workbench', 'solution', 'applicable', 'register', 'require', 'internal', 'nameproject', 'reference', 'require', 'accessible', 'method', 'basically', 'iproject', 'iresource', 'adapter', 'private', 'initialize', 'project', 'getelement', 'stringbuffer', 'stringbuffer', 'bufappend', 'bufappend', 'bufappend', 'bufappend', 'bufappend', 'setdescription', 'change', 'follow', 'project', 'determine', 'answer', 'internal']"
45,1930.0,,"['scroll', 'editor', 'mess', 'layout', 'workbench', 'change']","['install', 'workbench', 'change', 'perspective', 'plugin', 'development', 'plugin', 'development', 'plugin', 'project', 'example', 'finish', 'manifest', 'editor', 'pluginxml', 'doubleclick', 'pluginxml', 'navigator', 'overview', 'outline', 'properties', 'workbench', 'orient', 'follow', 'propertiestasks', 'overview', 'scroll', 'outline', 'notice', 'scroll', 'anymore', 'content', 'visible', 'editor', 'visible', 'scroll', 'reproduce']"
46,1933.0,,"['method', 'selection', 'gcnfdx']","['select', 'object', 'content', 'outliner', 'workspace', 'instead', 'select', 'method', 'operation', 'package', 'select', 'errors', 'current', 'method', 'select', 'object', 'markers', 'select', 'resource', 'method', 'resource', 'require', 'additional', 'support', 'tasklist', 'support', 'filter', 'improve', 'taskview', 'support']"
47,1938.0,,"['icellmodifier', 'modify', 'pass', 'element', 'gcqzom']","['modify', 'method', 'icellmodifier', 'widget', 'element', 'object', 'contrary', 'speced', 'itpuiall', 'object', 'icellmodifier', 'receive', 'change']"
48,1942.0,,"['workbench', 'navigator', 'activate', 'default', 'default', 'perspective']","['workbench', 'resource', 'navigator', 'select', 'perspective', 'chance', 'active', 'default', 'perspective', 'active', 'remember', 'reactivate', 'workbench', 'restart']"
49,1945.0,,"['properties', 'dialog', 'properties', 'wizard']","['properties', 'wizard', 'button', 'button', 'change', 'property', 'modify', 'property']"
50,1948.0,,"['destinctive', 'perspective']","['perspectives', 'distinctive', 'easily', 'distinguish', 'perspective', 'defualt', 'perspectives', 'perspectives', 'supply', 'consider', 'require', 'optional', 'extension', 'freeze', 'consider', 'different', 'resource', 'perspective', 'perspectives', 'supply']"
51,1950.0,,"['shortcut', 'replace', 'perspective']","['replace', 'perspective', 'shortcut', 'button', 'resources', 'perspective', 'active', 'correct', 'behavior', 'shouldnt', 'disable', 'switch', 'perspective', 'button', 'switch', 'resources', 'perspective', 'helpful', 'understand', 'button', 'switch', 'default', 'perspective', 'default']"
52,1957.0,,"['switch', 'regular']","['possible', 'switch', 'regular', 'pushpin', 'double', 'switch', 'regular']"
