,Issue_id,Duplicated_issue,Title,Description
0,1.0,,"['usability', 'external', 'editors']","['project', 'contain', 'resource', 'release', 'project', 'resource', 'external', 'editor', 'paintshop', 'external', 'editor', 'navigator', 'resource', 'verify', 'change', 'release', 'project', 'release', 'navigator', 'resource', 'verify', 'change', 'problem', 'refresh', 'workspace', 'change', 'release', 'resource', 'external', 'editor', 'modify', 'change', 'problem', 'release', 'actually', 'release', 'resources', 'extremely', 'change', 'release', 'refresh', 'release', 'comment', 'relate', 'optoinal', 'mandatory', 'default', 'consider', 'workspaces', 'network', 'effect', 'refresh', 'complete', 'workspace', 'runnable', 'runnable', 'release', 'optimal', 'builders', 'responsible', 'maintain', 'invariants', 'derive', 'resources', 'releasable', 'builders', 'release', 'invariants', 'maintain', 'release', 'inconsistent', 'summary', 'ensure', 'consistency', 'release', 'itpvcmwinnt', 'internal', 'compare', 'document']"
1,2.0,,"['open', 'repository', 'resources', 'doesnt']","['repository', 'resource', 'default', 'editor', 'doesnt', 'resource', 'editors', 'result', 'possible', 'content', 'sensible', 'eventually', 'critical', 'outliner', 'resource', 'repository', 'general', 'specialize', 'editor', 'remote', 'resource', 'dependent', 'resources', 'expect', 'example', 'reference', 'graphic', 'editor', 'graphic', 'display', 'editor', 'accomodate', 'remote', 'resources', 'discuss', 'vanilla', 'editors', 'itpvcmall', 'repositories', 'editor']"
2,5.0,,"['isharingmanager', 'share', 'inconsistent']","['gettingsetting', 'manage', 'resource', 'methods', 'ismanaged', 'manage', 'gettingsetting', 'ignore', 'methods', 'getignored', 'setignored', 'consistent', 'suggest', 'rename', 'ignore', 'methods', 'isignored', 'ignore', 'practice', 'method', 'accessor']"
3,6.0,,"['iresource', 'setlocal', 'problems']","['problems', 'method', 'require', 'connection', 'provider', 'provider', 'resource', 'notion', 'resources', 'require', 'support', 'review', 'scenario', 'nonlocal', 'resources', 'involve', 'setlocal', 'replace', 'ensurelocal', 'support', 'content', 'workspace', 'expect', 'content', 'similarly', 'scrublocal', 'expect', 'addingdeleting', 'content', 'ensurelocal', 'scrublocal', 'appear', 'notions', 'relate', 'consideration', 'sender', 'delete', 'feature', 'benefit', 'concern', 'senders', 'future', 'likely', 'legacy', 'future', 'expansion', 'require', 'resources', 'appear', 'things', 'believe', 'perforce', 'require', 'specify', 'protocol', 'operation', 'regardless', 'setlocal', 'functionality', 'relate', 'resource', 'existance', 'actualy', 'resource', 'relate', 'implement', 'particular', 'concern', 'remove', 'implementations', 'determine', 'behaviour']"
4,7.0,,"['semantics', 'preserve', 'target']","['platform', 'notify', 'people', 'resource', 'resource', 'change', 'events', 'target', 'retain', 'semantics', 'current', 'unfortunate', 'vcmtarget', 'optimizations', 'information', 'available', 'relate', 'itpcorewinnt', 'movecopy', 'semantics', 'preserve', 'vcmtargets', 'relevant', 'address', 'nonlocal', 'movecopy', 'address', 'release', 'putdelete', 'future']"
5,8.0,,['support'],"['current', 'repository', 'adapter', 'pessimistic', 'optimistic', 'pessimistic', 'checkouts', 'reserve', 'resource', 'optimistic', 'checkout', 'reserve', 'systems', 'decide', 'resourceby', 'resource', 'checkout', 'reserve', 'usually', 'checkout', 'reserve', 'difficult', 'trivial', 'checkout', 'reserve', 'checkout', 'propose', 'change', 'checkout', 'additional', 'boolean', 'parameter', 'reserve', 'correspond', 'activity', 'change', 'accordingly', 'relevant', 'activemarkh', 'comment', 'iccactivity', 'checkout', 'unlock', 'active', 'release', 'candidate', 'expose', 'development', 'community', 'people', 'complain', 'aboutasking', 'support', 'serial', 'development', 'estimate', 'development', 'future', 'bucket', 'necessity', 'jeanmichel', 'current', 'internal', 'support', 'pessimistic']"
6,9.0,,"['implementation', 'disallow', 'resource', 'pass']","['implementation', 'change', 'resource', 'iresource', 'expect', 'future', 'obsolete']"
7,10.0,,['notification'],"['notification', 'activity', 'notification', 'resource', 'change', 'notification', 'notify', 'listeners', 'manipulate', 'wouldnt', 'notify', 'change', 'server', 'example', 'notification', 'follow', 'events', 'greatly', 'improve', 'ability', 'maintain', 'refresh', 'repository', 'stream', 'stream', 'lockunlock', 'setsharing', 'project', 'stream', 'project', 'version', 'catchuprelease', 'tofrom', 'stream', 'notification', 'method', 'lotusnotesian', 'refresh', 'example', 'currently', 'stream', 'create', 'stream', 'stream', 'include', 'theyve', 'create', 'stream', 'creation', 'wizard', 'stream', 'create', 'different', 'plugins', 'repository', 'deletion', 'currently', 'support', 'deletion', 'removal', 'repository', 'workspaces', 'repositories', 'repositories', 'persistent', 'remove', 'prevent', 'indefinitely', 'ivcmevent', 'ivcmlistener', 'ivcmprovider', 'possible', 'additional', 'change', 'resource', 'transience', 'createdelete', 'project', 'version', 'consider', 'instead', 'eventlistener', 'eclipse', 'change', 'prioritization', 'important', 'update', 'property', 'update', 'resource', 'change', 'update', 'change', 'creation', 'connections', 'stream', 'update', 'stream', 'children', 'release', 'update', 'version', 'versioning', 'implement', 'events', 'stream', 'implement', 'listen', 'stream']"
8,12.0,,"['manage', 'unmanage', 'support', 'policies', 'galaeg']","['currently', 'resource', 'project', 'manage', 'derive', 'artifacts', 'active', 'develop', 'project', 'manage', 'ismanaged', 'operations', 'provide', 'support', 'manage', 'resources', 'default', 'resources', 'unmanaged', 'parent', 'manage', 'project', 'policy', 'resources', 'create', 'manage', 'automatically', 'discussion', 'jeanmichel']"
9,14.0,,"['readme', 'command', 'client', 'eclipse', 'generate', 'workspace']","['arguably', 'release', 'appear', 'important', 'cvsentries', 'cvsrepository', 'cvsroot', 'cvstag', 'purpose', 'content', 'workbench', 'maintain', 'problem', 'duplicate', 'information', 'mechanisms', 'problems', 'change', 'eclipse', 'change', 'external', 'ensure', 'correct', 'format', 'happen', 'migration', 'tofrom', 'repository', 'future', 'delivereable', 'support', 'workbench', 'discuss', 'jeanmichel', 'readme']"
10,17.0,,"['gender', 'change']","['gender', 'change', 'workspace', 'stream', 'folder', 'workspace', 'folder', 'stream', 'currently', 'implementation', 'assume', 'resource', 'machine', 'release', 'folder', 'machine', 'release', 'resource', 'unlikely', 'doesnt', 'handle', 'ensure']"
11,18.0,,"['implement', 'management', 'managers', 'gchqmg']","['managers', 'resource', 'persist', 'management', 'managers', 'manager', 'longer', 'workbench', 'future', 'rudimentary', 'management', 'managers', 'managers', 'startup', 'change', 'support', 'ongoing']"
12,23.0,,"['longer', 'need']","['relate', 'itpcoreall', 'problems', 'possible', 'practice', 'reference', 'comment', 'setlocal']"
13,24.0,,"['performance', 'refresh']","['refresh', 'catchuprelease', 'possible', 'promise', 'optimization', 'return', 'fetchremotetree', 'instead', 'callback', 'interleave', 'server', 'communication', 'update', 'performance', 'opportunities', 'itpvcmwinnt', 'release', 'michaelv', 'percentages', 'refresh', 'autobuild', 'automanage', 'hotspots', 'socket', 'socket', 'stringsubstring', 'stringindexof', 'pathsegments', 'stringcompareto', 'pathappend', 'stringconcat', 'manage', 'determine', 'ignore', 'improve', 'michaelv', 'improvement', 'general', 'approach', 'determine', 'change', 'inherently', 'ineficient', 'clients', 'follow', 'update', 'client', 'information', 'server', 'determine', 'update', 'reponse', 'client', 'response', 'update', 'necessary', 'result', 'project', 'follow', 'client', 'information', 'directories', 'server', 'respond', 'information', 'directories', 'client', 'request', 'information', 'server', 'respond', 'client', 'result', 'result', 'structure', 'traverse', 'update', 'structure', 'traverse', 'determine', 'change', 'roughly', 'equivalent', 'consider', 'project', 'change', 'michaelv', 'optimize', 'recursive', 'refresh', 'little', 'problem', 'costly', 'furthermore', 'slower', 'distance', 'increase', 'probably', 'getworkspaces', 'getsharing', 'getproject', 'culprits', 'project', 'unsure', 'getrepository', 'getproject', 'optimize', 'getproject', 'separate', 'traversal', 'ensure', 'nonignored', 'resources', 'manage', 'include', 'change', 'collection', 'refresh', 'michaelv', 'automanage', 'refresh', 'collection', 'operations', 'improvement', 'fetchremotetree', 'getdelta', 'result', 'storesyncinfo', 'solution', 'request', 'information', 'server', 'commandline', 'client', 'unshared', 'project', 'folderfile', 'unshared', 'project', 'folderfile', 'project', 'incomming', 'incomming']"
