,Issue_id,Duplicated_issue,Title,Description
0,13.0,,"['discussion', 'versioning']","['project', 'version', 'stream', 'jeanmichel', 'affect', 'repository', 'question', 'require', 'purpose', 'designate', 'project', 'revisions', 'project', 'specify', 'project', 'revisions', 'independently', 'necessary', 'manual', 'currently', 'version', 'record', 'history', 'stream', 'dangerous', 'adapter', 'currently', 'versions', 'create', 'workarounds', 'section', 'output', 'follow', 'header', 'symbolic', 'select', 'version', 'internally', 'branch', 'version', 'provide', 'operations', 'create', 'project', 'version', 'stream', 'create', 'project', 'version', 'workspace', 'operations', 'context', 'project', 'navigator', 'second', 'context', 'project', 'stream', 'operations', 'jeanmichels', 'comment', 'adapter', 'currently', 'disagree', 'provide', 'support', 'confuse', 'versioning', 'workspace', 'closer', 'arguably', 'better', 'versioning', 'decision', 'support', 'versioning', 'stream', 'helpful', 'baselining', 'release', 'distinction', 'inform', 'workspace', 'differ', 'stream', 'versioning', 'stream', 'helpful', 'stream', 'versioning', 'active', 'useful', 'comment']"
1,19.0,,"['branch', 'catchup']","['stream', 'respository', 'catchup', 'stream', 'instead', 'select', 'project', 'stream', 'workspace', 'doesnt', 'project', 'basically', 'individual', 'project', 'navigator', 'instead', 'stream', 'denote', 'project', 'lineup', 'project', 'stream', 'necessarily', 'meaningful', 'project', 'stream', 'stream', 'repository', 'project', 'stream', 'incoming', 'creation', 'project', 'project', 'reference', 'transitive', 'transitive', 'useful', 'global', 'toolbar', 'button', 'catchup', 'project', 'jeanmichel', 'itpvcmwinnt', 'workspace', 'permit']"
2,20.0,,['workspace'],"['useful', 'connections', 'external', 'instead', 'workspace', 'workspace', 'reconstruct', 'information', 'configure', 'workspace', 'connections']"
3,27.0,,"['declare', 'versions', 'create']","['create', 'repository', 'explorer', 'history', 'server', 'reference', 'current', 'workaround', 'define', 'stream', 'browse', 'project', 'version', 'optimal', 'behave', 'stream', 'release', 'source', 'history', 'jeanmichel', 'include', 'return', 'release', 'stream', 'version', 'server', 'sticky', 'branch', 'jeanmichel', 'browse', 'version', 'project', 'create', 'create', 'version', 'command', 'probably', 'mention', 'create', 'stream', 'jeanmichel', 'eclipse', 'operations', 'project', 'versions', 'available', 'example', 'comparereplace', 'project', 'versions', 'create', 'stream', 'source', 'project', 'disable', 'history', 'functionality', 'eclipse', 'suggest', 'follow', 'specific', 'feature', 'adapter', 'mechanism', 'define', 'project', 'version', 'project', 'validate', 'operation', 'perform', 'workspace', 'persistent', 'eclipse', 'feature', 'version', 'resemble', 'support', 'provide', 'version', 'command', 'simply', 'parameters', 'action', 'ifileeditions', 'create', 'project', 'versions', 'automatically', 'version', 'define', 'jeanmichel', 'release']"
4,31.0,,"['replace', 'stream', 'switch', 'repository']","['repositories', 'binaries', 'source', 'switch', 'repository', 'project', 'context', 'replace', 'stream', 'resource', 'comibmdtcore', 'belong', 'stream', 'jeanmichel', 'change', 'project', 'stream', 'specify', 'edition', 'belong', 'stream', 'return', 'edition', 'refresh', 'change', 'return', 'change', 'properties', 'recommend', 'little', 'change', 'stream', 'refresh', 'stream']"
5,34.0,,"['filter', 'project', 'versions']","['explorer', 'project', 'versions', 'project', 'versions', 'filter', 'versions', 'display']"
6,35.0,,"['modification', 'timestamps', 'gcoifn']","['modification', 'timestamp', 'update', 'modify', 'modify', 'modify', 'implementation', 'behavior', 'normal', 'modify', 'resource', 'provide', 'property', 'indicator', 'resource', 'modify', 'version', 'support', 'decorate', 'elements', 'navigator', 'catchup', 'release', 'operations', 'resource', 'modify', 'version', 'normal', 'behavior', 'outside', 'eclipse', 'replace', 'repository', 'modification', 'maintain', 'server', 'locally', 'comment', 'timestamp', 'resource', 'handle', 'istateinfo', 'object', 'change', 'forget', 'cvsadapterload', 'loadshallow', 'refactored', 'jeanmichel', 'confidence', 'servers', 'modification', 'timestamp', 'install', 'handler', 'timestamp', 'context', 'provide', 'client', 'havent', 'necessary', 'change', 'separate', 'branch', 'monday', 'tuesday']"
7,36.0,,"['version', 'resource']","['release', 'resource', 'version', 'discussion', 'itpvcmwinnt', 'version', 'confuse', 'duplicate', 'jeanmichel']"
8,37.0,,"['version', 'confuse', 'work']","['version', 'confuse', 'repository', 'expect', 'behavior', 'versioning', 'current', 'expect', 'workspace', 'release', 'experience', 'confuse', 'expect', 'resource', 'versioning', 'expect', 'difficulty', 'terminology', 'change', 'expect', 'release', 'versioning', 'dialog', 'quickly', 'version', 'project', 'version', 'individual', 'resource', 'release', 'server', 'generate', 'version', 'number', 'attach', 'specific', 'versions', 'release', 'comment', 'tomorrows', 'individual', 'resource', 'usecase', 'single', 'person', 'project', 'jsearch', 'example', 'package', 'inside', 'project', 'version', 'project', 'versions', 'release', 'selfhost', 'eclipse', 'version', 'leapfrog', 'correspond', 'technical', 'number', 'project', 'versions', 'release', 'resources', 'package', 'resources', 'meaningful', 'crucial', 'directly', 'release', 'comment', 'directly', 'versions', 'alternative', 'comment', 'replacement', 'desire', 'resource', 'restriction', 'correct', 'probably', 'understand', 'eclipse', 'restriction', 'version', 'confuse', 'version', 'management', 'document', 'chapter', 'revisions', 'discussion', 'versions', 'revisions', 'release', 'correspond', 'trigger', 'action', 'instead', 'different', 'different', 'support', 'multiple', 'repository', 'possible', 'scenario', 'support', 'explicit', 'versioning', 'project', 'folder', 'release', 'resources', 'versions', 'suggest', 'separate', 'project', 'branch', 'change', 'terminology', 'change', 'explorer', 'version', 'confuse', 'select', 'project', 'project', 'decide', 'single', 'terminology', 'repository', 'arguments', 'seldom', 'connect', 'project', 'workspace', 'better', 'correspond', 'repository', 'instead', 'different', 'respository', 'version', 'project', 'itpvcm', 'source', 'folders', 'package', 'single']"
9,41.0,,"['source', 'folders', 'package', 'single']","['checkin', 'repository', 'assign', 'revision', 'number', 'revision', 'number', 'normally', 'control', 'revision', 'number', 'single', 'collection', 'identifyable', 'appropriate', 'project', 'possible', 'package', 'source', 'folders', 'future', 'jeanmichel', 'version', 'workspace', 'remove', 'resources', 'version', 'operation', 'version', 'workspace']"
