,Issue_id,Duplicated_issue,Title,Description
0,108.0,,"['isubscriber', 'confirmmerge', 'propagate', 'errors']","['hackfinder', 'cleanup', 'coreexception', 'probably', 'propagate', 'exception', 'caller']"
1,109.0,,"['parent', 'subscriber', 'gemcgr']","['hackfinder', 'cleanup', 'problem', 'parent']"
2,166.0,,"['folders', 'parent', 'input']","['discuss', 'problem', 'parent', 'vajava', 'hierarchy']"
3,211.0,,"['compare', 'editor', 'restore', 'startup']","['compare', 'editor', 'survive', 'shutdown', 'startup', 'compare', 'peruse', 'editors', 'persist', 'editor', 'reperform', 'compare', 'persistence', 'happen', 'getpersistable', 'object', 'compare', 'editor', 'reperform', 'comparation', 'editor', 'behaviour', 'better', 'current', 'behaviour', 'equivalent', 'behaviour', 'editors', 'editor', 'remember', 'recreation', 'rediscover', 'content', 'general', 'compare', 'framework', 'return', 'codenullcode', 'editor', 'persist', 'return', 'codenullcode', 'editor', 'persist', 'public', 'getpersistable', 'return', 'itpjui', 'compare', 'editor', 'restore', 'startup']"
4,243.0,,"['rework', 'senders', 'irepository', 'iswritable']",['senders']
5,254.0,,"['vcmsniff', 'project']",[]
6,258.0,,"['save', 'compare', 'versions', 'editor', 'doesnt']",[]
7,259.0,,"['change', 'compare', 'editor']",[]
8,835.0,,"['miss', 'gjlhzs']","['select', 'content', 'action', 'action', 'associate', 'decide']"
9,837.0,,"['chapters', 'feture', 'need']","['chapters', 'addition', 'bookmarks']"
10,1720.0,,"['breakpoint', 'manager', 'break', 'gkkdta']","['restore', 'breakpoints', 'actively', 'instantiate', 'breakpoint', 'associate', 'plugins', 'engagement', 'editor', 'problem', 'markers', 'havent', 'solution']"
11,1749.0,,"['debugger', 'source', 'generate', 'fail', 'execute', 'runnable']","['problems', 'problem', 'target', 'eclipse', 'debugger', 'breakpoint', 'actionrun', 'reproduce', 'perspective', 'target', 'eclipse', 'create', 'project', 'button', 'toolbar', 'breakpoint', 'source', 'delegate', 'source', 'change', 'declare', 'receive', 'effect', 'previous', 'earlier', 'problem', 'succession', 'execute', 'runnable', 'dialog', 'unhandled', 'exception', 'orgeclipseui', 'execute', 'runnable', 'execute', 'runnable', 'unhandled', 'exception', 'execute', 'runnable', 'execute', 'runnable', 'execute', 'runnable', 'indicate', 'thread', 'problem']"
12,1782.0,,"['action', 'script', 'link']","['script', 'action', 'disable', 'inconsistent', 'standard', 'workbench', 'action', 'viable', 'alternatives', 'select']"
13,1783.0,,"['usability', 'remove', 'editor']","['content', 'change', 'button', 'format', 'remove', 'editor', 'content', 'elements', 'scroll', 'editor', 'extremely', 'suspect', 'create', 'convenience', 'provide', 'source', 'editor', 'accomodate', 'editor', 'currently', 'entire', 'structure', 'structure', 'format', 'original', 'carriage', 'return', 'maintain', 'probably', 'different', 'approach']"
