,Issue_id,Duplicated_issue,Title,Description
0,45.0,,"['dropdown', 'chooser', 'stream', 'gkzghm']","['remove', 'dropdown', 'chooser', 'stream', 'wizard', 'choose', 'dropdown', 'appear', 'wizard', 'explorer', 'operation', 'dropdown', 'distinguish', 'select', 'explorer', 'select', 'newother', 'stream', 'wizard', 'remove', 'attempt', 'inconsistent', 'usages', 'creation', 'wizard', 'wizard', 'initial', 'configuration', 'selection', 'ability', 'change', 'include', 'rightclick', 'example', 'newfolder', 'invoke', 'exactly', 'wizard']"
1,49.0,,"['progress', 'handle', 'snapshot']","['method', 'doesnt', 'provide', 'progress', 'monitor', 'swallow', 'coreexceptions', 'callers', 'snapshot', 'progress', 'monitor', 'allocate']"
2,56.0,,"['progress', 'dialogs', 'useful', 'title', 'progress', 'information', 'gdqnid']","['progress', 'dialogs', 'useful', 'instead', 'progress', 'information', 'happen', 'happen', 'consistent', 'progress', 'information', 'progress', 'dialogs', 'inactive']"
3,106.0,,"['layout', 'ignore', 'resources']","['ingore', 'resources', 'dialog']"
4,141.0,,"['project', 'share', 'gevqtu']","['recommend', 'dialog', 'automatically', 'select', 'stream', 'options', 'select', 'stream', 'dialog', 'second', 'select', 'stream', 'dialog']"
5,155.0,,"['property', 'change', 'button', 'middle']","['change', 'button', 'middle', 'properties', 'dialog', 'entries', 'relate', 'select', 'project', 'properties', 'dialog', 'select', 'better', 'directly']"
6,173.0,,['conflict'],"['select', 'conflict', 'perform', 'content', 'expect', 'actually', 'select', 'navigate', 'automatically', 'change', 'result', 'common', 'remote', 'selection', 'expect', 'create', 'seperate', 'compare', 'content', 'ancestor', 'visible', 'nonconflict', 'content', 'common', 'resource', 'future']"
7,816.0,,"['performance', 'problems']","['placeholder', 'investigate', 'performance', 'report', 'disconnect']"
8,830.0,,"['netscape', 'restart', 'refresh', 'content', 'gigqem']","['future', 'reference', 'stephen', 'cooper', 'message', 'question', 'netscape', 'nestcape', 'expect', 'content', 'netscape', 'version', 'update', 'utility', 'generally', 'konqueror', 'instead', 'netscape', 'workbench', 'netscape', 'question', 'change', 'konqueror', 'instead', 'stephen', 'stephen', 'content', 'associate', 'example', 'concepts', 'associate', 'effect', 'netscape', 'version', 'specific', 'release', 'netscape', 'launch', 'workbench', 'launch', 'workbench', 'netscape', 'problem', 'stephen', 'cooper', 'message', 'workbench', 'window', 'window', 'netscape', 'window', 'select', 'different', 'window', 'happen', 'netscape', 'netscape', 'launch', 'netscape', 'process', 'figure', 'progress', 'upnextprev', 'stephen', 'stephen', 'select', 'perspective', 'select', 'content', 'select', 'different', 'curernt', 'notyhing', 'happen', 'designredesign', 'things', 'certainly', 'change', 'display', 'certainly', 'option', 'browser', 'stephen', 'cooper', 'message', 'redhat', 'netscape', 'workbench', 'select', 'netscape', 'display', 'select', 'doesnt', 'change', 'netscape', 'previous']"
9,833.0,,"['reuse', 'netscape', 'instance']","['haaland', 'mention', 'vajava', 'involve', 'frontend', 'script', 'investigate', 'possible', 'shortterm', 'eclipsecorner']"
10,843.0,,"['dialog', 'preferences']","['product', 'version', 'description', 'dialog', 'indicate', 'appear', 'documentation', 'instal', 'machine', 'instal', 'remote', 'server', 'windows', 'preferences', 'option', 'directly', 'preference']"
11,862.0,,"['doesnt', 'default', 'printer']","['content', 'choose', 'doesnt', 'default', 'windows', 'printer', 'perspective', 'choose', 'confirm', 'printer', 'configure', 'windows', 'document', 'select', 'printer', 'button', 'printer', 'restart', 'eclipse', 'duplicate', 'itphelpall', 'inconsisent', 'behavior', 'currently', 'printer', 'printer', 'behavior', 'idmprint', 'command', 'accord', 'programatically', 'printer', 'control', 'printer', 'dialog', 'transaction', 'follow', 'transaction', 'latest', 'printer', 'problem', 'twofold', 'printer', 'dialog', 'settings', 'persistent', 'options', 'confuse', 'specify']"
